Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
Neural network fitting for input-output manifolds in constrained linear systems,"Araújo, J.M.| Dórea, C.E.T.",2,36808912600| 7004096252,2016,2016-01-01,"Studies in Systems, Decision and Control",40,-,145-167,-,ISSN-21984182,21100828949,Book Series,-,-,-,-,0.102,91,0.22,5,1,0.0,1.61,68,72,0,"Araújo, J.M., Dórea, C.E.T. (2016).Neural network fitting for input-output manifolds in constrained linear systems. Studies in Systems, Decision and Control,40145-167",https://www.scopus.com/record/display.url?eid=2-s2.0-85028950815&origin=resultslist,10.1007/978-3-319-26230-7_6,Chapter,,2-s2.0-85028950815,-,Universidade Federal da Bahia| Universidade Federal do Rio Grande do Norte,2,106609969| 60013710| 60023857,Instituto Federal da Bahia| Universidade Federal da Bahia| Universidade Federal do Rio Grande do Norte,36808912600,7004096252,36808912600,-,Brazil,1701| 1801| 2001| 2203| 2207| 2606| 3301,"Computer Science (miscellaneous)| Decision Sciences (miscellaneous)| Economics, Econometrics and Finance (miscellaneous)| Automotive Engineering| Control and Systems Engineering| Control and Optimization| Social Sciences (miscellaneous)",-,"Control,Controllers,Linear Matrix Inequalities",9,"Actuator Saturation,Linear System,Linear Matrix Inequalities",7606,97.592,79.244
Application of wavelet coding in a control system using wireless sensor networks,"Gama, F.O.S.| Fernandes, J.D.| Semente, R.S.| Salazar, A.O.| Silveira, L.F.Q.",5,57191968725| 56785091400| 56105065700| 7102422753| 56363591700,2016,2016-10-18,"2016 1st Symposium on Instrumentation Systems, Circuits and Transducers, INSCIT 2016 - Proceedings",-,-,49-54,7598193,-,21100785512,Conference Proceeding,-,-,-,-,-,-,1.06,16,1,0.42,2.41,68,51,0,"Gama, F.O.S., Fernandes, J.D., Semente, R.S. and 2 more (...) (2016).Application of wavelet coding in a control system using wireless sensor networks. 2016 1st Symposium on Instrumentation Systems, Circuits and Transducers, INSCIT 2016 - Proceedings,49-54",https://www.scopus.com/record/display.url?eid=2-s2.0-84995390480&origin=resultslist,10.1109/INSCIT.2016.7598193,Conference Paper,,2-s2.0-84995390480,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57191968725,56363591700,57191968725,-,Brazil,2208| 3105,Electrical and Electronic Engineering| Instrumentation,-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Wavelets,Spectral Efficiency,Maximal Ratio Combining",73825,97.793,44.857
Containergy-a container-based energy and performance profiling tool for next generation workloads,"Silva-De-Souza, W.| Iranfar, A.| Bráulio, A.| Zapater, M.| Xavier-De-Souza, S.| Olcoz, K.| Atienza, D.",7,57191368571| 56939034300| 57216688911| 39462438800| 7801645972| 6603199337| 56259926900,2020,2020-05-01,Energies,13,9,-,2162,ISSN-19961073,62932,Journal,1.16,28,4.7,15,0.598,29,0.42,9,1,0.15,6.62,53,65,0,"Silva-De-Souza, W., Iranfar, A., Bráulio, A. and 4 more (...) (2020).Containergy-a container-based energy and performance profiling tool for next generation workloads. Energies,13(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85084292416&origin=resultslist,10.3390/en13092162,Article,Gold|Green,2-s2.0-85084292416,-,Complutense University| Swiss Federal Institute of Technology Lausanne| Universidade Federal do Rio Grande do Norte,3,60023857| 60028186| 120182658| 60027282,Universidade Federal do Rio Grande do Norte| Ecole Polytechnique Fédérale de Lausanne| Instituto Federal da Paraíba| Universidad Complutense de Madrid,57191368571,56259926900,57191368571,-,Spain| Switzerland| Brazil,2101| 2102| 2103| 2105| 2208| 2606,"Energy (miscellaneous)| Energy Engineering and Power Technology| Fuel Technology| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Control and Optimization",SDG 7,"Data Storage Equipment,Program Processors,Applications",92,"Performance Analysis,Supercomputers,Openmp",6938,78.06,87.317
Optical fiber coupler analysis using daubechies wavelets,"Da Silva, P.C.L.| De Melo, R.R.| Da Silva, J.P.",3,57203333891| 57221196080| 8776554000,2020,2020-09-01,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",19,3,294-300,-,ISSN-21791074,20500195068,Journal,0.61,61,1.9,60,0.214,69,0.46,7,1,0.17,5.91,53,63,0,"Da Silva, P.C.L., De Melo, R.R., Da Silva, J.P. (2020).Optical fiber coupler analysis using daubechies wavelets. Journal of Microwaves, Optoelectronics and Electromagnetic Applications,19(3) 294-300",https://www.scopus.com/record/display.url?eid=2-s2.0-85091343140&origin=resultslist,10.1590/2179-10742020v19i3825,Article,Gold,2-s2.0-85091343140,-,Universidade Federal do Ceará| Universidade Federal do Rio Grande do Norte,2,115362622| 60020457| 60023857,Federal Rural University of Semi-Arid| Universidade Federal do Ceará| Universidade Federal do Rio Grande do Norte,57203333891,8776554000,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Fiber Lasers,Fibers,Optical Fibers",111,"Polarization,Surface Plasmon Resonance,Beam Propagation Method",29155,87.425,82.87
System of sensors and actuators for the production of water used in the manufacture of medicines,"da Silva, F.R.M.| Fonsêca, D.A.M.| da Silva, W.L.A.| Villarreal, E.R.L.| Espinoza, G.A.E.| Salazar, A.O.",6,57211351694| 36682132200| 57194058482| 55361069800| 57208144717| 7102422753,2019,2019-10-02,Sensors (Switzerland),19,20,-,4488,ISSN-14248220,130124,Journal,1.62,11,5,13,0.653,24,1.66,37,1,0.11,9.41,61,71,0,"da Silva, F.R.M., Fonsêca, D.A.M., da Silva, W.L.A. and 3 more (...) (2019).System of sensors and actuators for the production of water used in the manufacture of medicines. Sensors (Switzerland),19(20) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85073611958&origin=resultslist,10.3390/s19204488,Article,Gold|Green,2-s2.0-85073611958,31623218,Universidad Nacional San Agustín de Arequipa| Universidade Federal do Rio Grande do Norte,2,60023857| 109626630| 60089535,Universidade Federal do Rio Grande do Norte| Federal Rural University of Semi-arid (DCME-UFERSA)| Universidad Nacional de San Agustin de Arequipa,57211351694,7102422753,55361069800,-,Peru| Brazil,1303| 1602| 1710| 2208| 3105| 3107,"Biochemistry| Analytical Chemistry| Information Systems| Electrical and Electronic Engineering| Instrumentation| Atomic and Molecular Physics, and Optics",SDG 6| SDG 9,"Manufacture,Industry,Automation",907,"Interoperability,Information Model,Internet Of Things",32456,57.191,90.578
Q-Managed: A new algorithm for a multiobjective reinforcement learning,"Oliveira, T.H.F.D.| Medeiros, L.P.D.S.| Neto, A.D.D.| Melo, J.D.",4,57204641127| 57220022529| 7102618949| 55664205300,2021,2021-04-15,Expert Systems with Applications,168,-,-,114228,ISSN-09574174,24201,Journal,-,3,-,2,-,8,1.84,26,1,0.48,2.08,28,39,0,"Oliveira, T.H.F.D., Medeiros, L.P.D.S., Neto, A.D.D. and 1 more (...) (2021).Q-Managed: A new algorithm for a multiobjective reinforcement learning. Expert Systems with Applications,168",https://www.scopus.com/record/display.url?eid=2-s2.0-85096606855&origin=resultslist,10.1016/j.eswa.2020.114228,Article,,2-s2.0-85096606855,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57204641127,55664205300,57204641127,-,Brazil,1702| 1706| 2200,Artificial Intelligence| Computer Science Applications| General Engineering,-,"Reinforcement Learning,Robots,Artificial Intelligence",988,"Multiobjective Optimization,Multi-Objective,Multi-Armed Bandit",68552,57.793,69.853
Unmanned Aerial Vehicle with Hybrid Lift and Propulsion,"Lucena, A.N.| Freire-Junior, R.C.S.| Goncalves, L.M.G.",3,57221819696| 36979704500| 8843298100,2021,2021-01-01,"2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021",-,-,36-41,-,-,21101073925,Conference Proceeding,-,-,-,-,-,-,0.38,2,1,4.16,0.24,28,6,0,"Lucena, A.N., Freire-Junior, R.C.S., Goncalves, L.M.G. (2021).Unmanned Aerial Vehicle with Hybrid Lift and Propulsion. 2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021,36-41",https://www.scopus.com/record/display.url?eid=2-s2.0-85123469285&origin=resultslist,10.1109/LARS/SBR/WRE54079.2021.9605409,Conference Paper,,2-s2.0-85123469285,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57221819696,8843298100,-,-,Brazil,1702| 1709| 2210| 2606| 2611| 3304,Artificial Intelligence| Human-Computer Interaction| Mechanical Engineering| Control and Optimization| Modeling and Simulation| Education,SDG 7,"Helicopters,Rotors,Helicopter Rotors",1201,"Ducted Fans,Unmanned Aerial Vehicle,Transition Flight",19991,23.612,89.311
A Simulation Tool for Accurate and Fast Assessment of Harmonic Propagation in Modern Residential Grids,"Yanchenko, S.| Costa, F.B.| Strunz, K.",3,6505623625| 22333585200| 6602537242,2021,2021-08-01,IEEE Transactions on Power Delivery,36,4,2118-2128,9184028,ISSN-08858977,17370,Journal,-,4,-,7,-,9,0.62,8,1,0.43,2.32,28,42,0,"Yanchenko, S., Costa, F.B., Strunz, K. (2021).A Simulation Tool for Accurate and Fast Assessment of Harmonic Propagation in Modern Residential Grids. IEEE Transactions on Power Delivery,36(4) 2118-2128",https://www.scopus.com/record/display.url?eid=2-s2.0-85111565519&origin=resultslist,10.1109/TPWRD.2020.3020754,Article,Hybrid gold,2-s2.0-85111565519,-,Technical University of Berlin| Moscow Power Engineering Institute| Universidade Federal do Rio Grande do Norte,3,60005913| 60023857| 60011604,National Research University “Moscow Power Engineering Institute”| Universidade Federal do Rio Grande do Norte| Technische Universität Berlin,6505623625,6602537242,6505623625,-,Germany| Russian Federation| Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,-,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Harmonic,Fluorescent Lamps,Harmonic Distortion",20540,98.462,89.403
Implementation of a DG interconnection system by using the Virtual Synchronous Generator Approach,"Rocha, T.D.O.A.| Dantas Neto, J.R.| De Oliveira, G.P.| Ribeiro, R.L.A.",4,55570200500| 57215314720| 57212024822| 7202534599,2019,2019-09-01,"2019 IEEE PES Conference on Innovative Smart Grid Technologies, ISGT Latin America 2019",-,-,-,8894975,-,21100958395,Conference Proceeding,-,-,-,-,-,-,0.67,8,1,0.48,2.09,61,49,0,"Rocha, T.D.O.A., Dantas Neto, J.R., De Oliveira, G.P. and 1 more (...) (2019).Implementation of a DG interconnection system by using the Virtual Synchronous Generator Approach. 2019 IEEE PES Conference on Innovative Smart Grid Technologies, ISGT Latin America 2019,",https://www.scopus.com/record/display.url?eid=2-s2.0-85075763695&origin=resultslist,10.1109/ISGT-LA.2019.8894975,Conference Paper,,2-s2.0-85075763695,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,55570200500,7202534599,-,-,Brazil,1702| 2102| 2105| 2208| 2606,"Artificial Intelligence| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Control and Optimization",SDG 7,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Synchronous Generators,Inertia,Inverter",36743,98.462,97.955
Comparison frequency estimation methods on adaptive protection architecture applied on systems with distributed generation,"Sanca, H.S.| Souza, F.C.| Souza, B.A.| Costa, F.B.",4,57192149097| 55826307000| 56249553100| 22333585200,2016,2016-01-01,IET Conference Publications,2016,671,-,-,-,5400152619,Conference Proceeding,-,-,-,-,-,-,0.28,5,1,0.0,2.78,68,72,0,"Sanca, H.S., Souza, F.C., Souza, B.A. and 1 more (...) (2016).Comparison frequency estimation methods on adaptive protection architecture applied on systems with distributed generation. IET Conference Publications,2016(671) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84997611298&origin=resultslist,10.1049/cp.2016.0055,Conference Paper,,2-s2.0-84997611298,-,Universidade Federal de Campina Grande| Universidade Federal do Rio Grande do Norte,2,60003709| 126305344| 60023857,Universidade Federal de Campina Grande| RN 288| Universidade Federal do Rio Grande do Norte,57192149097,22333585200,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Phasor Measurement Unit,Frequency Estimation,Power System",7260,98.462,93.597
A Clock-less 8-bit folding A/D converter,"Rodrigues, S.A.| Accioly, J.I.C.| Aboushady, H.| Louërat, M.M.| Belfort, D.R.| Freire, R.C.S.",6,55825365800| 56495241700| 6602629520| 6506438396| 24775112000| 15922490800,2016,2016-02-17,"Proceedings - 2010 1st IEEE Latin American Symposium on Circuits and Systems, LASCAS 2010",-,-,25-28,7410131,-,21100456842,Conference Proceeding,-,-,-,-,-,-,0.28,7,1,0.0,2.78,68,72,0,"Rodrigues, S.A., Accioly, J.I.C., Aboushady, H. and 3 more (...) (2016).A Clock-less 8-bit folding A/D converter. Proceedings - 2010 1st IEEE Latin American Symposium on Circuits and Systems, LASCAS 2010,25-28",https://www.scopus.com/record/display.url?eid=2-s2.0-84964808830&origin=resultslist,10.1109/LASCAS.2010.7410131,Conference Paper,,2-s2.0-84964808830,-,Universidade Federal de Campina Grande| CNRS| Sorbonne Université,3,109682188| 60001422| 60112307| 60112307| 60003709,"Federal Institute of Education, Science and Technology (IFPB)| Sorbonne Universite| Laboratoire d'Informatique de Paris 6| Laboratoire d'Informatique de Paris 6| Universidade Federal de Campina Grande",55825365800,15922490800,-,-,France| Brazil,2208,Electrical and Electronic Engineering,-,"CMOS Integrated Circuits,Networks (Circuits),Amplifiers (Electronic)",355,"Level Crossing,Analog-To-Digital Converter,Digital Signal Processing",32044,54.314,78.562
Implementation of a dependable smart device in IoT era,"Silva, D.| Nogueira, M.| Rodrigues, M.| Silva, I.| Ferrari, P.| Sisinni, E.",6,24722389500| 50661492500| 57203639001| 36537969500| 57195277194| 24777116800,2019,2019-11-01,"2019 9th Latin-American Symposium on Dependable Computing, LADC 2019 - Proceedings",-,-,-,8995733,-,21100970244,Conference Proceeding,-,-,-,-,-,-,1.07,14,1,0.37,2.69,61,55,0,"Silva, D., Nogueira, M., Rodrigues, M. and 3 more (...) (2019).Implementation of a dependable smart device in IoT era. 2019 9th Latin-American Symposium on Dependable Computing, LADC 2019 - Proceedings,",https://www.scopus.com/record/display.url?eid=2-s2.0-85081616543&origin=resultslist,10.1109/LADC48089.2019.8995733,Conference Paper,,2-s2.0-85081616543,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,24722389500,24777116800,-,-,Brazil,1705| 1708| 1802| 2213,"Computer Networks and Communications| Hardware and Architecture| Information Systems and Management| Safety, Risk, Reliability and Quality",SDG 7,"Radio Frequency Identification (RFID),Technology,Internet",872,"Chloralodol,Hyaluronate Lyase,Low Power",45602,74.114,99.395
Self healing technique applied to an industrial plant using IEC 61850,"Da Fonseca, J.R.L.| Da Silva, J.L.| Oliveira, A.V.D.C.| De Medeiros, M.F.| De Almeida, M.A.D.| Filho, M.C.P.",6,57203009286| 57211236407| 36609779500| 6603603627| 57183701000| 57198270479,2019,2019-01-25,"2018 13th IEEE International Conference on Industry Applications, INDUSCON 2018 - Proceedings",-,-,711-716,8627331,-,21100900505,Conference Proceeding,-,-,-,-,-,-,0.94,12,1,0.45,2.24,61,51,0,"Da Fonseca, J.R.L., Da Silva, J.L., Oliveira, A.V.D.C. and 3 more (...) (2019).Self healing technique applied to an industrial plant using IEC 61850. 2018 13th IEEE International Conference on Industry Applications, INDUSCON 2018 - Proceedings,711-716",https://www.scopus.com/record/display.url?eid=2-s2.0-85062563795&origin=resultslist,10.1109/INDUSCON.2018.8627331,Conference Paper,,2-s2.0-85062563795,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57203009286,57198270479,-,-,Brazil,1702| 1705| 2102| 2208| 2209| 2606,Artificial Intelligence| Computer Networks and Communications| Energy Engineering and Power Technology| Electrical and Electronic Engineering| Industrial and Manufacturing Engineering| Control and Optimization,-,"Electric Fault Location,Electric Lines,Electric Power Distribution",407,"Relay Protection,Electric Substations,OPNET",5100,64.883,87.266
Distributed Wi-Fi Interference Coordination for Dense Deployments,"Abinader, F.M.| Choudhury, S.| de Sousa, V.A.| Chaves, F.S.| Cavalcante, A.M.| Almeida, E.P.L.| Vieira, R.| Tuomaala, E.| Doppler, K.",9,55762821500| 57198392529| 6603844872| 8284527400| 15925100000| 55204048400| 56231906400| 23391153700| 15623233300,2017,2017-11-01,Wireless Personal Communications,97,1,1033-1058,-,ISSN-09296212,20725,Journal,0.84,39,1.9,46,0.26,53,0.36,9,1,0.0,11.04,67,74,3,"Abinader, F.M., Choudhury, S., de Sousa, V.A. and 6 more (...) (2017).Distributed Wi-Fi Interference Coordination for Dense Deployments. Wireless Personal Communications,97(1) 1033-1058",https://www.scopus.com/record/display.url?eid=2-s2.0-85020072304&origin=resultslist,10.1007/s11277-017-4550-3,Article,,2-s2.0-85020072304,-,Lucent| Universidade Federal do Rio Grande do Norte,2,117027187| 117389951| 60021378| 60023857,Samsung SIDIA| Institute of Technological Development (INDT)| Nokia Bell Labs| Universidade Federal do Rio Grande do Norte,55762821500,15623233300,55762821500,-,United States| Brazil,1706| 2208,Computer Science Applications| Electrical and Electronic Engineering,-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Wi-Fi,Wireless LAN,Wireless Local Area Network (WLAN)",34633,97.793,86.597
Nonlinear Predictive Control System for Stiction Compensation in Electropneumatic Control Valves,"Araújo, M.E.U.J.| Gadelha, J.R.T.| Santos, W.M.| Maitelli, A.L.| Araújo, F.M.U.",5,57201665270| 57201665636| 57198190896| 6602549353| 35316777100,2018,2018-01-01,Journal of Control Science and Engineering,2018,-,-,1510705,ISSN-16875249,6400153154,Journal,0.34,76,1.3,63,0.212,64,0.5,13,1,0.09,10.71,65,73,0,"Araújo, M.E.U.J., Gadelha, J.R.T., Santos, W.M. and 2 more (...) (2018).Nonlinear Predictive Control System for Stiction Compensation in Electropneumatic Control Valves. Journal of Control Science and Engineering,2018",https://www.scopus.com/record/display.url?eid=2-s2.0-85045621953&origin=resultslist,10.1155/2018/1510705,Article,Gold|Green,2-s2.0-85045621953,-,Universidade Federal do Rio Grande do Norte,1,113022837| 60023857,Federal Institute of Paraíba| Universidade Federal do Rio Grande do Norte,57201665270,35316777100,57201665270,-,Brazil,1706| 2208| 2611,Computer Science Applications| Electrical and Electronic Engineering| Modeling and Simulation,-,"Controllers,Three Term Control Systems,Proportional Control Systems",593,"Stiction,Performance Assessment,Minimum Variance",10077,31.505,85.515
On improving deep learning trace analysis with system call arguments,"Fournier, Q.| Aloise, D.| Azhari, S.V.| Tetreault, F.",4,57210792330| 12759644500| 55402095900| 57222866049,2021,2021-05-01,"Proceedings - 2021 IEEE/ACM 18th International Conference on Mining Software Repositories, MSR 2021",-,-,120-130,9463093,-,21101057305,Conference Proceeding,-,-,-,-,-,-,3.54,17,1,3.09,0.32,28,9,0,"Fournier, Q., Aloise, D., Azhari, S.V. and 1 more (...) (2021).On improving deep learning trace analysis with system call arguments. Proceedings - 2021 IEEE/ACM 18th International Conference on Mining Software Repositories, MSR 2021,120-130",https://www.scopus.com/record/display.url?eid=2-s2.0-85113681899&origin=resultslist,10.1109/MSR52588.2021.00025,Conference Paper,Green,2-s2.0-85113681899,-,University of Montreal| Polytechnique Montreal,2,60019141| 60019141| 125323828,Polytechnique Montréal| Polytechnique Montréal| Ciena Corporation,57210792330,57222866049,-,-,Canada,1712| 2213,"Software| Safety, Risk, Reliability and Quality",-,"Computer Crime,Network Security,Intrusion Detection",218,"Intrusion Detection System,Network Security,Denial-Of-Service Attack",510,95.518,99.748
Method for link stability evaluation of industrial wireless sensor networks (ISA 100.11a),"Florencio, H.| Dória Neto, A.",2,57201354058| 57211278113,2019,2019-01-01,Przeglad Elektrotechniczny,95,11,176-183,-,ISSN-00332097,18700,Journal,0.45,70,0.8,79,0.213,66,0.38,7,1,0.11,9,61,71,0,"Florencio, H., Dória Neto, A. (2019).Method for link stability evaluation of industrial wireless sensor networks (ISA 100.11a). Przeglad Elektrotechniczny,95(11) 176-183",https://www.scopus.com/record/display.url?eid=2-s2.0-85075328805&origin=resultslist,10.15199/48.2019.11.45,Article,,2-s2.0-85075328805,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57201354058,57211278113,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Wireless Sensor Networks,Sensor Nodes,Routing Protocols",27,"Mobile Ad Hoc Network,Routing,Vertex Of A Graph",18228,97.726,69.802
LVWNet: an hybrid simulation architecture for wireless sensor networks,"Silvano, G.| Silva, I.| Oliveira, L.| Pinheiro, M.| Ferreira, B.",5,57193726611| 36537969500| 24334482800| 57200901693| 57197623033,2017,2017-12-01,Design Automation for Embedded Systems,21,3-4,139-155,-,ISSN-09295585,25396,Journal,0.52,62,1.8,62,0.172,77,0.58,17,1,0.0,10.8,67,74,0,"Silvano, G., Silva, I., Oliveira, L. and 2 more (...) (2017).LVWNet: an hybrid simulation architecture for wireless sensor networks. Design Automation for Embedded Systems,21(3-4) 139-155",https://www.scopus.com/record/display.url?eid=2-s2.0-85033567702&origin=resultslist,10.1007/s10617-017-9191-y,Article,,2-s2.0-85033567702,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57193726611,57197623033,57193726611,-,Brazil,1708| 1712,Hardware and Architecture| Software,SDG 7,"Wireless Sensor Networks,Sensor Nodes,Routing Protocols",27,"Wireless Sensor Networks,Vertex Of A Graph,Testbeds",9015,97.726,90.636
An experimental test bench for evaluation of techniques to enhance the wind generator integration to the grid,"Marques, M.R.| Taveiros, F.E.V.| Costa, F.B.| Barros, L.S.",4,57220565755| 56132137800| 22333585200| 55493359300,2018,2018-06-25,SBSE 2018 - 7th Brazilian Electrical Systems Symposium,-,-,1-6,-,-,21100868893,Conference Proceeding,-,-,-,-,-,-,0.39,5,1,0.36,2.78,65,55,0,"Marques, M.R., Taveiros, F.E.V., Costa, F.B. and 1 more (...) (2018).An experimental test bench for evaluation of techniques to enhance the wind generator integration to the grid. SBSE 2018 - 7th Brazilian Electrical Systems Symposium,1-6",https://www.scopus.com/record/display.url?eid=2-s2.0-85050210007&origin=resultslist,10.1109/SBSE.2018.8395789,Conference Paper,,2-s2.0-85050210007,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57220565755,55493359300,-,-,Brazil,2102| 2208| 2213| 3305,"Energy Engineering and Power Technology| Electrical and Electronic Engineering| Safety, Risk, Reliability and Quality| Geography, Planning and Development",SDG 7,"Wind Turbines,Wind Power,Asynchronous Generators",423,"Asynchronous Generators,Powerpoint,Energy Conversion",432,85.084,98.676
Fuzzy system for obstacle detection and avoidance for mobile robot,"Andrade, A.| Silva, T.T.A.| Gomes, I.P.| Goncalves, L.M.G.",4,56566090400| 57215872269| 57201314844| 8843298100,2019,2019-10-01,"Proceedings - 2019 Latin American Robotics Symposium, 2019 Brazilian Symposium on Robotics and 2019 Workshop on Robotics in Education, LARS/SBR/WRE 2019",-,-,180-185,9018605,-,21100973634,Conference Proceeding,-,-,-,-,-,-,0.45,6,1,0.37,2.73,61,55,0,"Andrade, A., Silva, T.T.A., Gomes, I.P. and 1 more (...) (2019).Fuzzy system for obstacle detection and avoidance for mobile robot. Proceedings - 2019 Latin American Robotics Symposium, 2019 Brazilian Symposium on Robotics and 2019 Workshop on Robotics in Education, LARS/SBR/WRE 2019,180-185",https://www.scopus.com/record/display.url?eid=2-s2.0-85082176295&origin=resultslist,10.1109/LARS-SBR-WRE48964.2019.00039,Conference Paper,,2-s2.0-85082176295,-,Universidade de São Paulo| Universidade Estadual do Sudoeste da Bahia| Universidade Federal do Rio Grande do Norte,3,60015403| 60008088| 60023857,Universidade Estadual do Sudoeste da Bahia| Universidade de São Paulo| Universidade Federal do Rio Grande do Norte,56566090400,8843298100,-,-,Brazil,1702| 1706| 2606| 2611| 3304,Artificial Intelligence| Computer Science Applications| Control and Optimization| Modeling and Simulation| Education,-,"Multi Agent Systems,Motion Planning,Robots",285,"Drone,Antenna Grounds,Path Planning",44488,90.903,86.373
Use of Interrupted Time Series Analysis in Understanding the Course of the Congenital Syphilis Epidemic in Brazil,"Pinto, R.| Valentim, R.| Fernandes da Silva, L.| Fontoura de Souza, G.| Góis Farias de Moura Santos Lima, T.| Pereira de Oliveira, C.A.| Marques dos Santos, M.| Espinosa Miranda, A.| Cunha-Oliveira, A.| Kumar, V.| Atun, R.",11,35741536800| 35606294400| 8386064200| 57545258700| 57248521800| 57247012500| 57216349061| 57221557989| 57212134830| 13606793800| 6602245046,2022,2022-03-01,The Lancet Regional Health - Americas,7,-,-,100163,ISSN-2667193X,21101082055,Journal,-,-,-,-,-,-,0,0,1,4.53,0.22,6,8,0,"Pinto, R., Valentim, R., Fernandes da Silva, L. and 8 more (...) (2022).Use of Interrupted Time Series Analysis in Understanding the Course of the Congenital Syphilis Epidemic in Brazil. The Lancet Regional Health - Americas,7",https://www.scopus.com/record/display.url?eid=2-s2.0-85126973857&origin=resultslist,10.1016/j.lana.2021.100163,Article,Gold,2-s2.0-85126973857,-,Athabasca University| Harvard University| University of Coimbra| Ministério da Saúde do Brasil| Nursing School of Coimbra| Universidade do Estado do Rio de Janeiro| Universidade Federal do Espírito Santo| Universidade Federal do Rio Grande do Norte,8,60023857| 126838876| 112659637| 60017931| 60005499| 60028426| 60094399| 60020985| 60106444| 60018510| 60032499| 60009982,"Universidade Federal do Rio Grande do Norte| Laboratory of Technological Innovation in Health (LAIS)| Federal Institute of Rio Grande do Norte| Ministerio da Saude| Universidade do Estado do Rio de Janeiro| Federal University of Espirito Santo| Nursing School of Coimbra| Universidade de Coimbra| Universidade de Coimbra, Centro de Estudos Interdisciplinares do Século XX| Athabasca University| Harvard T.H. Chan School of Public Health| Harvard University",35741536800,6602245046,35741536800,-,United States| Portugal| Brazil| Canada,2719| 2724| 2739,"Health Policy| Internal Medicine| Public Health, Environmental and Occupational Health",SDG 3,"Syphilis,Chlamydia Trachomatis,Infection",348,"Congenital Syphilis,Pregnancy,Vertical Infectious Disease Transmission",9399,69.431,88.678
